BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2020;500000450;500000112;1;1;22;0;56;1225;3507;6;;4;;7.65;;0;;1;;6;5;7;;;5;6;6;6;;1;4.6;;5.58;9;;0.21;3.8
MCOPED;2020;510000169;510000037;1;0;14;0;130;852;1901;1;1;6;6;3.86;3.86;;;;;6;1;3;;;1;7;1;8;;1;10.33;11;1.14;7.17;;0.49;7.42
MCOPED;2020;510000235;510000060;1;0;6;;0;596;1496;1;1;5;4;3.09;3.04;0;;1;;2;3;2;;;3;3;;4;;;3.79;3;2.97;5.08;;;4.11
MCOPED;2020;510002470;510000029;1;1;60;15;3541;4088;14194;32;20;3;3;15.74;7.89;1;1;1;1;17;20;18;0;0;23;14;7;5;0;0;25.74;7;27.35;19.97;0;0;22.05
MCOPED;2020;520000027;520780032;1;0;23;0;0;537;1673;2;2;0;0;1.36;1.36;0;0;1;1;8;5;9;0;0;2;3;2;5;0;0;8.99;3;4.68;10.64;0;0;4.38
MCOPED;2020;520000068;520780073;1;0;12;2;175;808;2124;3;2;3;3;3.61;2.95;1;1;0;0;4;1;4;;1;5;4;;1;;;7.76;1;1.2;6.03;;0.3;4.15
MCOPED;2020;530000264;530000371;1;0;18;4;234;1323;2949;3;3;3;3;4.08;4.08;1;1;0;0;5;8;11;;;8;5;11;1;;1;8.05;2;10.83;11.78;;0.25;8.48
MCOPED;2020;540000015;540023264;1;0;0;2;173;70;78;4;3;1;1;0.21;0.18;1;1;1;1;1;1;;;;1;;;;;;1;;1;;;;1
MCOPED;2020;540000155;540000080;1;;5;;0;409;1047;2;2;2;2;3;3;0;0;1;1;5;;2;;;;1;;;;;5;1;0.8;2;;;0.25
MCOPED;2020;540001070;540000767;1;1;8;;0;294;720;2;1;3;2;2.8;1.6;0;0;1;1;;;;;;;8;6;9;;;3.52;;2.59;6.06;;;
MCOPED;2020;540001096;570010181;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2020;540002698;540023264;1;1;101;30;6016;7992;25090;78;40;28;15;47.43;27.19;1;1;1;1;113;72;102;;3;74;39;13;33;;5;126.76;19;67.95;112.78;;6.54;78.04
MCOPED;2020;550000012;550006795;1;0;11;2;50;631;1678;;;7;7;2.4;2.4;0;0;1;1;10;6;14;;;3;;1;2;;;8.37;;6.06;14.5;;;3
MCOPED;2020;560000127;560023210;1;1;25;5;732;2200;5770;12;12;3;3;9.83;9.83;1;1;1;1;0;2;2;0;0;1;10;27;21;1;2;5.57;15;19.65;18.23;0.5;0.42;6.96
MCOPED;2020;560000135;560005746;1;1;24;4;809;1603;4767;0;0;18;18;5.67;5.67;1;1;0;0;14;6;14;;;6;1;;1;;1;5.18;4;8.55;10.92;;0.83;9.12
MCOPED;2020;560000143;560014748;1;0;10;3;68;482;1264;2;2;1;;2.1;2;;;;;2;9;6;;;3;;3;2;;;1.12;1;11.08;7.36;;0.02;1.86
MCOPED;2020;570000059;570025254;1;1;24;0;0;1712;3583;4;4;1;1;3.75;3.75;0;0;1;1;5;9;4;0;1;9;4;6;4;1;0;7.74;9;12.43;7.12;0.15;0.04;14.36
MCOPED;2020;570000117;570015099;1;;6;;0;557;1555;4;4;;;4;3.48;;;1;1;5;2;5;1;0;0;1;1;4;;1;3.78;4;3.62;8.04;0.05;0.5;3.25
MCOPED;2020;570000349;570005165;1;1;15;2;145;1246;3564;24;3;7;5;19.94;2.59;0;0;0;1;3;8;7;;;4;2;3;;;;4.87;1;10.54;6.59;;;3.56
MCOPED;2020;570000646;570001115;1;;9;9;367;68;92;;;;;;;;;;;1;1;1;;;1;2;;1;;;1.77;2;0.56;1.26;;;1.37
MCOPED;2020;570000901;570000158;1;0;16;4;16;680;1802;4;4;;;4;4;0;;1;;;4;1;;;8;2;6;;;;1.94;4;6.69;0.24;;;8.76
MCOPED;2020;570026682;570005165;1;1;37;3;779;1849;6934;9;9;9;9;6.71;6.71;1;1;0;0;8;12;;;;9;4;6;;;;10.35;3;14.88;;;;7.82
MCOPED;2020;580972693;580780039;1;1;20;;0;1233;2832;;;5;5;1;1;1;1;0;0;2;0;2;0;1;0;8;5;12;0;;7.27;2;2.26;8.76;0;1;1.59
MCOPED;2020;590000121;590780227;1;1;11;0;97;688;1512;8;8;2;2;9.06;9.06;1;1;0;0;;14;6;1;;4;;1;;;1;1.57;3;11.87;6.84;0.05;0.5;6.01
MCOPED;2020;590000337;590781415;1;1;24;4;1193;2659;5631;7;7;8;7;9.58;9.4;0;0;1;1;6;5;12;;;12;10;11;17;;2;9.55;5;12.02;20.96;;0.7;13.86
MCOPED;2020;590000428;590781605;1;0;19;4;354;1391;2642;4;4;2;2;4.58;4.58;0;0;1;1;6;7;16;;;5;0;7;6;;;5.18;4;10.93;18.52;;;7.28
MCOPED;2020;590000535;590781803;1;;18;3;330;1348;2748;9;7;1;0;8.18;6.5;1;1;1;1;9;11;20;0;0;10;4;3;4;0;0;11.94;0;12.33;21.5;0;0;10.33
MCOPED;2020;590000618;590782215;1;1;48;16;1530;4636;9560;23;16;3;2;16.79;11.57;1;1;0;0;5;9;9;0;0;25;2;18;1;0;1;9.03;6;20.71;8.88;0;0.84;27.68
MCOPED;2020;590000758;590782637;1;0;13;2;546;1065;1898;;;9;9;3.15;3.15;;1;;1;5;7;14;;;2;3;8;8;1;1;7.17;3;12.7;17.79;0.1;0.54;3.26
MCOPED;2020;590001004;590783239;1;1;19;;0;1815;4223;5;5;0;0;4.39;4.39;0;0;1;1;7;5;9;;;5;;2;;;1;4.85;1;8.02;7.22;;0.5;10.21
MCOPED;2020;590006607;590780193;1;;45;20;7973;5691;25065;25;21;;;30.41;22.82;;;;;67;76;78;0;1;88;25;55;44;0;8;78.12;54;104.7;105.43;0;4.13;120.07
MCOPED;2020;590787586;590780193;1;0;10;2;334;737;2290;5;2;;;3.39;2.45;;;;;3;5;4;0;0;10;5;7;4;0;0;6.36;2;9.89;7.57;0;0;10.92
MCOPED;2020;590796975;590780193;1;;21;2;869;5216;5362;6;6;2;2;3.82;3.77;;;;;5;3;6;0;1;8;3;4;3;0;1;7.96;9;6.43;9.28;0;1.4;15.06
MCOPED;2020;590797353;590051801;1;1;22;17;4398;2956;7311;14;6;10;4;17.95;7.86;;;;;5;5;9;;;;10;11;27;;;7.9;;11.08;19.33;;;
MCOPED;2020;590801106;590782421;1;;50;5;992;3466;7361;7;7;12;12;12.18;12.18;1;1;0;0;7;8;16;0;0;8;10;13;8;0;1;14.08;2;16.18;21.45;0;0.8;10.9
MCOPED;2020;590804696;590781902;1;1;13;;0;1113;2173;4;4;1;1;4.6;4.6;0;0;1;1;2;5;2;;;13;1;6;0;;1;2.7;5;8.42;1.08;;0.25;10.84
MCOPED;2020;600000053;600101984;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2020;600000194;600100713;1;;28;3;130;1965;4480;6;6;5;5;7.64;7.64;;;;;6;3;4;0;1;9;4;0;3;0;0;9.81;2;2.71;6.23;0;1;11.66
MCOPED;2020;600000467;600101984;1;1;34;5;605;3032;8546;;;13;13;4.33;4.33;1;1;1;1;23;;11;;;16;22;5;16;;3;33.71;23;2.72;17.4;;0.76;23.48
MCOPED;2020;600113476;600100721;1;1;20;2;352;1311;3441;5;5;6;6;6.81;6.81;;;;;3;0;0;0;0;4;17;1;14;0;2;11.18;7;0.6;7.72;0;0.88;7.9
MCOPED;2020;610000051;610780082;1;1;16;0;289;951;2167;4;4;4;4;6.23;6.23;1;1;0;0;;;;;;4;12;6;15;;;6.15;4;3;7.64;;;6.87
MCOPED;2020;610000069;610780090;1;0;20;;114;1318;2409;3;2;1;1;3.6;2.6;0;0;1;1;8;3;1;;;10;1;2;;;2;9.37;4;3.99;1;;0.25;12.78
MCOPED;2020;610000119;610780165;1;;21;0;0;1219;4346;3;3;4;3;5.48;4.84;;;;;10;5;7;;;14;9;5;10;;2;16.95;7;7.98;12.24;;1.4;17.84
MCOPED;2020;620000026;620003814;1;0;2;1;116;12;29;2;1;;;0.1;0.05;0;0;1;0;8;;2;2;;8;;;;;;1;;;0.25;0.25;;1
MCOPED;2020;620000034;620100057;1;1;28;6;420;2072;4864;7;7;8;8;10.23;10.23;1;1;0;0;10;7;13;;1;10;3;1;1;;;15.83;5;9.1;16.74;;1;14.4
MCOPED;2020;620000224;620100651;1;0;20;2;411;1185;2628;5;4;4;3;5.88;1.65;0;0;1;1;1;5;10;0;0;3;2;5;3;0;0;2.79;4;9.41;11.28;0;0;8.48
MCOPED;2020;620000257;620100685;1;1;25;10;1089;3042;7743;;;4;2;;;;;;;15;6;18;;;10;8;7;7;;2;21.02;4;8.77;21.76;;0.89;11.97
MCOPED;2020;620000323;620101337;1;1;15;4;627;1257;3089;1;;31;;8.59;;;;;;3;1;1;;;11;20;31;24;;4;9.32;11;9.13;10.12;;0.96;8.39
MCOPED;2020;620000349;620101360;1;1;12;0;48;822;1557;;;8;8;2.62;2.62;0;0;1;1;3;11;6;;;2;;3;1;;;1.41;1;11.94;6.8;;;2.59
MCOPED;2020;620000653;620103440;1;1;29;2;464;1824;3994;;;19;12;4.04;2.97;;;;;4;3;8;;1;11;6;9;8;;;8.41;3;6.89;13.46;;1;12.34
MCOPED;2020;620003202;620103432;1;0;18;2;93;990;1784;2;1;6;6;5.07;4.07;0;0;1;1;5;8;2;;;2;1;4;2;;1;5.27;3;10.98;3.28;;0.25;3.79
MCOPED;2020;630000446;630781029;1;0;0;1;7;0;0;1;;1;;1.9;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2020;630781268;630780989;1;1;60;18;497;3755;15497;28;21;3;3;21.29;14.97;1;;1;;29;20;36;;;18;19;21;14;;4;34.74;17;32.82;41.63;;1.69;28.25
MCOPED;2020;640000162;640780417;1;;25;2;839;3189;6100;6;6;7;7;8.28;8.28;1;1;;;0;4;9;0;0;6;2;7;2;0;1;2.83;4;11.98;11.39;0;0.9;8.96
MCOPED;2020;640000600;640781290;1;1;24;4;1378;1545;4413;6;6;8;8;7.29;7.29;1;1;1;1;0;3;2;0;1;2;1;20;13;1;0;1.26;15;11.48;8.78;0.06;0.67;9.72
MCOPED;2020;650000417;650783160;1;1;18;6;436;796;2320;6;6;2;2;8.5;8.5;0;0;0;0;6;11;0;0;1;18;0;11;0;0;1;5.79;9;17.76;0;0;1.5;20.61
MCOPED;2020;660000084;660780180;1;;25;5;885;1721;4254;6;6;8;8;11.22;11.22;;;;;20;9;9;;;15;1;2;1;;2;21.36;2;8.8;10;;1.04;20.48
MCOPED;2020;670000157;670780337;1;1;18;2;361;949;2842;5;;7;;6.08;;1;1;0;0;6;6;;0;1;13;4;5;;1;2;6.88;12;9.29;;0.06;1.65;15.26
MCOPED;2020;670000165;670780345;1;1;11;6;43;421;940;6;;3;;4.69;;1;1;0;0;6;4;;;;10;7;6;3;;1;5.64;3;3.91;1.81;;0.5;7.01
MCOPED;2020;670000397;670017755;1;1;14;;0;741;1419;4;3;4;3;4.06;2.87;0;0;1;1;1;;4;;;3;6;1;;;;5.63;4;0.8;3.33;;;6.43
MCOPED;2020;670780212;670014604;1;0;6;;0;310;466;;;12;12;6;6;;;1;1;;4;9;;;;;4;5;;;;;6.12;12.96;;;
MCOPED;2020;670783273;670780055;1;1;106;33;3771;6175;23051;56;35;18;13;38.7;32.2;1;1;1;1;56;59;29;;4;57;62;44;12;2;6;87.3;35;88.02;37.67;0.26;6.7;72.5
MCOPED;2020;680000684;680000973;1;1;31;13;2080;2122;5528;12;12;10;10;5.75;4.88;1;1;0;0;4;11;19;;;10;10;7;7;;;12.54;6;17.25;24.8;;;13.42
MCOPED;2020;680004546;680020336;1;1;77;5;1571;2166;9967;15;9;10;9;16.9;14.5;1;;1;;34;37;27;;2;20;;1;;1;2;32.11;12;30.54;23.82;0.2;2.57;23.17
MCOPED;2020;690000427;750721334;1;0;;2;558;0;0;3;1;1;;1.92;1;0;0;1;0;4;;2;4;1;14;;;;1;1;1.36;5;;1.34;1.94;0.45;7.84
MCOPED;2020;690000575;690782222;1;0;40;4;1292;2816;7462;2;2;17;13;6.11;5.19;1;1;0;0;4;2;6;;;7;46;20;9;;1;26.56;15;9.39;5.23;;0.17;14.4
MCOPED;2020;690000880;690783220;1;;18;;0;2721;2333;6;6;4;4;9.1;9.1;;;;;20;8;10;;2;12;2;1;2;;;16.98;2;7.4;9.86;;1;10.91
MCOPED;2020;690007539;690781810;1;1;264;77;18006;12917;46876;41;27;68;47;61.41;45.21;1;1;1;1;158;68;169;3;3;86;47;27;46;4;21;193.15;42;96.17;199.15;3.9;14.09;102.95
MCOPED;2020;690019849;690781810;1;0;44;16;2518;680;2993;3;3;5;5;4.91;4.91;0;0;1;1;25;14;25;;;14;6;1;4;;2;31.98;3;13.75;25.69;0.3;0.87;16.71
MCOPED;2020;690041132;690006598;1;0;19;1;25;379;1529;2;2;13;13;8.87;8.87;0;0;1;1;14;13;40;;;2;3;1;7;;;16.15;1;11.03;41.9;;;1.89
MCOPED;2020;690784186;690781810;1;0;32;1;248;919;9218;11;5;6;3;9.02;1.81;1;0;1;0;;;;;;;;;;;;24.86;;8.41;8.19;;;11.55
MCOPED;2020;700000029;700004591;1;0;14;4;339;1609;2691;8;;3;;10.5;;;;;;6;8;8;;;7;2;8;2;;2;7.36;3;14.5;9.77;;1.25;8.25
MCOPED;2020;710010067;710780644;1;0;10;;0;1054;1412;4;;2;;3.12;;;;;;1;6;10;;;1;2;3;2;;;2.15;;7.17;8.8;;;1
MCOPED;2020;710010786;710781451;1;0;5;;0;305;573;2;;0;;2;;0;;1;;4;4;3;;;11;1;;1;;;5.46;6;4;2.24;;;12.64
MCOPED;2020;710978263;710780958;1;1;18;;0;2379;4116;8;8;6;6;10.27;10.27;1;;0;;7;8;8;;1;3;;1;1;;1;7;3;8.71;8.2;;1.95;3
MCOPED;2020;710978289;710780263;1;1;16;1;70;1175;2586;5;;3;;6.4;;1;;1;;7;14;15;;;5;0;3;3;;;7.9;0;16.3;15.32;;;4.81
MCOPED;2020;710978347;570010181;1;0;2;;0;30;0;;;3;;1.13;;;;;;;;;;;;;;;;;;2;;;;;1.55
MCOPED;2020;720000033;720000025;1;1;63;14;2634;5013;12460;0;0;16;10;6.01;4.15;1;1;1;1;12;9;18;;0;3;24;5;31;;1;31.96;7;8.77;39.4;;0.5;7.27
MCOPED;2020;720016179;720016724;1;0;7;;110;476;1003;1;1;3;3;2.7;2.7;;;;;2;2;;;;1;4;;6;;2;4.09;5;2;2.77;;0.2;3.96
MCOPED;2020;730000031;730000015;1;1;36;6;974;2215;8041;6;6;11;11;14.21;14.21;1;1;0;0;14;8;0;0;1;20;5;20;0;0;2;11.85;26;14.53;0;0;1.73;25.68
MCOPED;2020;730000262;730002839;1;0;14;0;0;677;1562;3;3;6;6;4.93;4.93;0;0;1;1;;;;;;1;7;12;18;;;6.02;7;6.18;7.65;;;5.44
MCOPED;2020;740000237;740781133;1;1;36;4;523;2538;7465;5;5;12;12;10.27;9.35;1;1;;;12;4;13;;;3;17;11;18;;;20.07;11;8.6;26.58;;;5.32
MCOPED;2020;740000328;740790381;1;1;16;4;495;1249;2695;6;5;2;2;3.79;3.49;0;0;0;0;12;3;3;;;1;8;1;10;;;7.95;2;1.25;5.01;;;2.71
MCOPED;2020;740781141;740790258;1;0;22;0;0;2035;4040;3;3;9;9;6.93;6.93;1;1;1;1;5;12;8;;0;4;7;4;7;;2;10.28;3;13.09;13.73;;0.62;5.1
MCOPED;2020;740781224;740001839;1;1;21;3;448;1226;3455;;;6;6;2.31;2.31;;;1;1;3;3;6;;;5;10;5;3;;1;11.13;6;6.24;7.77;;0.75;8.67
MCOPED;2020;750000549;750150229;1;0;13;0;360;283;1590;10;5;4;1;11.05;5.21;0;0;0;0;10;;3;;;;1;;;;3;11.34;;;2.77;;0.86;
MCOPED;2020;750100109;750712184;1;1;163;39;7257;9686;33747;18;4;5;4;13.4;5.1;1;1;;;61;12;27;;6;25;16;1;3;;5;50.48;3;9.5;18.53;;7.66;20.8
MCOPED;2020;750100166;750712184;1;0;10;6;1273;175;3136;6;2;4;;7.1;2;0;0;0;0;12;;1;;1;15;2;;;;4;12.93;;;1;;1.98;12.19
MCOPED;2020;750100208;750712184;1;1;443;79;11038;18069;78081;245;114;169;48;277.15;113.89;1;1;1;1;486;132;200;22;15;501;94;18;31;7;20;442.93;115;145.23;190.47;33.38;25.94;529.52
MCOPED;2020;750803454;750712184;1;1;281;49;9999;11749;44735;89;47;90;45;103.59;51.44;1;1;0;0;308;78;135;12;21;201;51;10;19;5;21;348;51;86;150;15;33;234
MCOPED;2020;760000018;760780023;1;0;21;2;165;1059;2701;8;8;;;5.45;5.45;1;1;0;0;5;3;;;;14;11;6;;;1;13.38;8;7.81;;;0.7;20.35
MCOPED;2020;760000158;760780239;1;1;213;44;5629;6578;23748;57;38;13;11;43.55;33.69;1;1;0;0;81;50;76;;3;63;78;41;53;;5;133.07;26;70.14;102.15;;4.98;71.44
MCOPED;2020;760000364;760780734;1;1;10;;0;651;1546;1;1;2;2;2.2;2.2;0;0;1;1;6;1;;;;9;5;;;;1;11.03;2;0.75;;;0.05;8.07
MCOPED;2020;760000463;760024042;1;0;12;0;0;1327;1996;4;4;5;5;7.64;7.64;;1;;0;1;;;;;2;12;19;10;;;8.87;12;10.07;6.87;;;9.9
MCOPED;2020;760025312;760000315;1;0;8;;0;462;1385;9;2;;;9;2;;;;;3;1;1;;;3;0;0;0;;;3.14;;1;1;;;3
MCOPED;2020;760805770;760780726;1;1;53;14;1202;4724;9972;1;;23;;6.53;;;;;;22;7;6;;0;31;31;13;9;;2;38.27;31;14.45;8.23;;1.39;44.83
MCOPED;2020;770000131;770021145;1;0;10;0;0;614;1559;4;4;1;;4.78;4.28;;;;;6;1;7;;1;6;1;1;;;;7.3;;1.72;7.25;;0.5;5.42
MCOPED;2020;770000149;770021152;1;;17;3;543;1270;2869;4;4;2;2;3.56;3.55;;;;;21;4;11;;;4;12;5;6;;1;27.03;5;7.05;14.75;;0.46;9.17
MCOPED;2020;770000156;770110054;1;1;46;4;399;1762;3841;9;9;21;20;14.88;13.96;1;1;0;0;45;16;7;;1;23;9;2;;;1;41.63;15;15.1;6.23;;1.5;29.19
MCOPED;2020;770000164;770021152;1;0;30;1;0;103;12;1;1;;;1.28;1.28;;;;;1;2;1;;;3;;;1;;1;1;1;2;1.25;;0.3;3.13
MCOPED;2020;770000172;770110070;1;;14;2;86;787;1578;4;;2;;6.31;;;;;;9;4;5;;;2;2;1;3;;1;11.66;1;5.7;8.85;;0.45;2.77
MCOPED;2020;770000446;770021145;1;1;28;3;839;2676;6446;20;19;10;6;21.53;19.72;1;1;0;0;25;7;18;;;7;9;1;6;;3;30.88;1;8.02;21.85;;1.5;6.88
MCOPED;2020;770019032;770021145;1;0;25;2;753;1736;5634;15;15;12;9;18.04;16.55;1;;0;;10;;4;;;9;3;1;;;;13.2;1;1.15;4.87;;;8.79
MCOPED;2020;770300135;770000289;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2020;780000287;780110011;1;1;39;5;646;2664;5618;7;;1;;4.85;;1;1;0;0;7;6;28;2;;14;8;;9;;2;14.1;1;6.03;26.16;0.3;0.88;9.31
MCOPED;2020;780000311;780001236;1;1;36;4;1093;2730;7429;9;9;5;4;7.76;7.13;0;0;0;0;10;10;9;;2;10;9;5;6;;1;17.1;3;14.71;14.33;;2.45;12.44
MCOPED;2020;780000329;780110052;1;1;8;2;224;751;1702;4;4;2;2;3.35;3.35;1;1;0;0;6;4;10;;;5;4;1;;;;5.78;;4.3;10;;;5
MCOPED;2020;780630026;750803900;1;;1;8;1735;22;223;3;3;6;6;2.71;2.71;1;1;0;0;13;;12;;;;2;;4;4;;2.05;1;;1.3;0.1;;0.9
MCOPED;2020;780800256;780110078;1;1;30;6;1152;2928;8678;6;6;13;13;11.75;11.75;;;;;18;8;18;;;4;3;1;5;;3;19.55;1;8.9;22.08;;1.95;4.9
MCOPED;2020;790000087;790000012;1;1;19;5;205;1440;3207;8;8;4;4;9.29;1.66;1;1;0;0;11;7;13;;1;6;8;;6;1;3;16.03;10;7.13;17.93;0.2;1.62;10.03
MCOPED;2020;800000143;800000028;1;1;19;1;69;876;2341;2;2;5;5;4.03;4.03;0;0;1;1;6;3;4;;;7;5;1;2;;0;10.15;4;3.3;4.6;;0;7.74
MCOPED;2020;800000192;800000044;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2020;800006124;800000044;1;1;97;16;2876;6053;18713;10;9;31;27;17.88;15.93;1;1;0;0;40;15;26;;;42;36;10;11;;3;65.83;14;19.89;32.95;;1.5;49.16
MCOPED;2020;810000505;810000331;1;1;12;3;385;789;2322;0;0;5;5;2.64;2.64;0;0;1;1;10;4;3;0;0;3;3;2;2;0;0;7.86;4;6.03;4.71;0;0;3.66
MCOPED;2020;810000521;810000380;1;0;12;0;132;935;1933;3;3;6;6;6.19;6.19;0;0;1;1;4;12;12;5;;5;;7;3;5;1;1.81;2;8.81;8.52;0.18;0.15;2.56
MCOPED;2020;820000032;820000016;1;0;15;2;324;1157;2169;;;11;8;4.98;4.73;0;0;1;1;6;7;9;;;8;3;4;1;;;7.73;5;8.8;7;;;10.64
MCOPED;2020;830000287;830100525;1;0;11;2;22;820;1463;4;4;5;3;4.69;4.46;;;;;1;0;0;0;0;0;4;9;4;4;2;3.22;14;5.84;2.92;0.59;0.33;7.65
MCOPED;2020;830000295;830100533;1;;20;0;0;1371;2930;4;4;4;4;4.78;4.78;0;0;1;1;3;7;5;;;6;3;5;7;;;4.83;6;10.16;8.99;;;7.86
MCOPED;2020;830000311;830100566;1;1;12;6;132;1141;2008;2;2;3;3;3.62;3.12;0;;1;;7;9;12;;;15;;4;;;;6.63;1;11.06;11.94;;;13.21
MCOPED;2020;830000345;830100616;1;;32;1;346;3385;6815;9;9;8;6;9.22;8.17;;;;;1;4;11;;;6;12;17;10;;1;7.43;26;12.88;17.37;;0.8;12.94
MCOPED;2020;830100558;690781810;1;0;2;2;193;5;56;1;;;;0.27;;1;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2020;840000418;840004659;1;0;1;;0;4;0;;;7;7;1.37;1.37;0;0;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2020;840001861;840006597;1;1;50;1;460;4629;8561;;;;;3.96;2.37;1;1;;;;;;;;;;;;;;10.24;;25.56;26.1;0.5;2.26;19.69
MCOPED;2020;850000142;850000019;1;;23;3;557;2709;5221;5;3;14;12;4.98;4.81;;;;;;;1;;;;23;14;24;;;20.85;16;9.6;19.92;;0.08;12.35
MCOPED;2020;850000241;850000084;1;0;7;0;0;521;1092;3;3;1;1;2.06;2.06;0;0;1;1;7;1;2;0;0;15;0;1;4;0;0;4.51;4;0.75;2.12;0;0;3.37
MCOPED;2020;850009630;850000035;1;0;10;;0;627;1075;;;1;1;0.03;0.03;;;;;3;1;1;;;;3;1;6;;;3.91;;1.08;5.68;;;
MCOPED;2020;860000223;860014208;1;1;37;3;661;3588;9766;12;12;25;21;27.92;25.42;0;0;1;1;16;5;10;1;0;8;9;5;14;2;0;21.21;3;6.29;18.79;2;0;7.89
MCOPED;2020;870014859;870000015;1;1;80;19;2899;3595;8352;32;22;5;2;23.95;15.82;1;1;1;1;57;43;33;5;2;65;31;24;8;1;;83.2;22;61.36;38.11;6.64;0.89;81.84
MCOPED;2020;880000021;880007059;1;;10;0;0;958;1695;9;9;2;2;9.48;9.48;1;1;0;0;5;4;0;;;2;16;12;21;;;18.22;4;13.31;11.93;;;4.38
MCOPED;2020;880000047;880780077;1;;10;;0;736;1509;2;2;;;1.99;1.99;;;1;1;4;7;9;;;1;;3;;;;4;;9.74;7.13;;;1
MCOPED;2020;880000054;880007299;1;0;8;2;330;468;1080;;;3;2;2.38;2.18;0;0;1;1;;1;;;;;1;6;;;;0.86;30;5.57;;;;7.29
MCOPED;2020;880000062;880780093;1;1;7;3;523;889;1822;1;;5;5;2.25;1.25;0;0;1;1;;;;;;;13;7;;;3;6.59;25;1.85;;;1.42;12.43
MCOPED;2020;890975527;890000037;1;;18;2;177;1232;2898;4;4;3;;4.45;4;1;;0;;19;8;10;;;7;2;1;2;;;20.36;2;8.86;11.61;;;8.72
MCOPED;2020;890975550;890970569;1;1;22;2;105;1023;2757;7;;2;;5.2;;0;0;1;1;5;5;5;;;2;;1;1;;1;6.17;2;5.17;6.54;;0.5;3.22
MCOPED;2020;900003039;900000365;1;1;19;6;279;1608;3503;8;8;11;9;10.66;10.61;1;1;0;0;8;4;11;0;0;1;5;2;2;0;0;13.05;0;4.36;13.74;0;0;1.04
MCOPED;2020;910000272;910110014;1;1;13;2;192;776;1873;9;9;1;0;9.6;9;1;1;1;1;13;0;7;0;0;5;2;6;0;0;2;12.91;0;3.94;4.96;0;0.25;5.51
MCOPED;2020;910000280;910019447;1;1;16;2;43;644;1989;3;3;2;2;3.97;3.97;;;;;11;2;14;;;4;3;2;6;;;10.39;;3.7;12.27;;;3.1
MCOPED;2020;910000298;910110055;1;1;22;4;636;1749;3138;8;3;2;3;9.25;4.51;;;;;12;2;3;;;1;7;2;8;;;11.71;1;3.84;7.09;;;1
MCOPED;2020;910000306;910110055;1;1;0;2;724;547;1028;4;;2;;6.49;;;;;;2;;1;;;1;;;;;;5.95;1;0.5;5.85;;;1.75
MCOPED;2020;910020254;910002773;1;1;34;6;1098;2790;8753;8;8;9;9;10.52;10.52;1;1;;;17;5;12;0;2;11;1;2;0;0;2;16.79;7;7.67;12.6;0;2.84;16.32
MCOPED;2020;920000585;920026374;1;1;18;;0;1372;2665;2;2;1;1;4.73;4.73;;;;;16;5;14;;;8;1;;2;;3;8.83;5;1.3;9.94;;1.1;8.76
MCOPED;2020;920000643;920032505;1;;0;0;264;276;707;6;6;5;5;7.28;7.28;1;1;1;1;5;2;6;;;1;2;1;;;;5.85;;2.94;5.25;;;1
MCOPED;2020;920000684;750150120;1;0;32;0;0;1053;6923;10;1;2;1;11.34;0.89;;;;;35;13;26;;;;5;1;2;;;39.33;;14.28;29.75;;;
MCOPED;2020;920100013;750712184;1;;30;4;761;1612;4915;12;;5;;16.35;;1;;1;;22;3;26;;2;16;4;;3;;1;25.27;2;3;28.36;;2.5;17.16
MCOPED;2020;920100021;750712184;1;1;45;4;521;2543;4759;10;;8;;14.69;;1;;0;;34;10;21;;3;13;13;6;6;;;45.2;4;15.99;26.14;;3;16.43
MCOPED;2020;920100047;750712184;1;;;;1128;1729;2834;7;7;2;2;8;8;1;1;1;1;31;5;26;0;1;15;5;3;3;0;1;35;2;7;30;0;2;14
MCOPED;2020;920100054;750712184;1;0;31;5;1811;612;5953;5;;10;;15.28;;;;;;39;1;20;0;2;40;5;1;1;0;2;43.1;3;1.86;20.42;0;3.36;41.09
MCOPED;2020;920300191;920000767;1;0;30;0;;;;20;;61;;45;0;0;0;1;0;12;2;1;;;;;;;1;;12;;2;1;1;0;0
MCOPED;2020;920300787;920000981;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
