BOR;AN;nofinesset;nofinessej;INTMED;INTPHA;INTODO;INTGEN;INTURG;DOCJU;FFI;INTTOT
Q22;2014;880000047;880780077;13;;;12;;;3;28
Q22;2014;880000054;880007299;45;4;;10;;;1;60
Q22;2014;880000062;880780093;2;1;0;13;;;4;20
Q22;2014;880000070;880007299;;;;1;;;;1
Q22;2014;880000088;880780119;7;;;;;;3;10
Q22;2014;880001789;880001409;1;;;;;;;1
Q22;2014;880006663;880007059;2;;;;;;;2
Q22;2014;880780465;540019726;;;;1;;;;1
Q22;2014;880788591;880780150;1;;;;;;;1
Q22;2014;890975519;890000052;12;;;;;;;12
Q22;2014;890975527;890000037;21;;;13;;;5;39
Q22;2014;890975543;890000417;2;;;2;;;;4
Q22;2014;890975550;890970569;7;0;0;14;;;7;28
Q22;2014;900000167;900000365;19;2;0;24;;;8;53
Q22;2014;900002429;700004096;4;;;2;;;;6
Q22;2014;900003070;900000365;;;;1;;;;1
Q22;2014;910000272;910110014;;;;10;;;10;20
Q22;2014;910000280;910019447;;;;11;;;3;14
Q22;2014;910000298;910110055;6;;;29;;;23;58
Q22;2014;910000306;910110063;3;;;16;;;5;24
Q22;2014;910000314;910002773;;;;;;;3;3
Q22;2014;910000322;910140011;1;;;;;;;1
Q22;2014;910000330;910140029;;;;6;;;;6
Q22;2014;910001973;910019447;1;;;13;;;14;28
Q22;2014;910018423;910019454;12;;;;;;;12
Q22;2014;910020254;910002773;63;3;;32;;;34;132
Q22;2014;910100023;750712184;0;1;0;0;;;0;1
Q22;2014;910110071;910110063;4;;;;;;;4
Q22;2014;910140037;750720914;3;;;;;;2;5
Q22;2014;910150028;750811184;;;;;;;13;13
Q22;2014;910150069;910000033;0;;;5;;;;5
Q22;2014;910300011;910000348;1;;;;;;;1
Q22;2014;910300219;910003888;2;;;;;;;2
Q22;2014;910500040;910009539;4;1;;1;;;;6
Q22;2014;920000460;750813321;14;3;0;;;;3;20
Q22;2014;920000569;920026374;1;0;0;2;;;1;4
Q22;2014;920000577;920110020;23;;;;;;2;25
Q22;2014;920000585;920026374;6;1;0;17;;;2;26
Q22;2014;920000601;920110053;;;;2;;;;2
Q22;2014;920000619;920009909;4;;;6;;;5;15
Q22;2014;920000627;920009909;4;;;4;;;4;12
Q22;2014;920000643;920150034;8;;;;;;2;10
Q22;2014;920000650;920150059;69;6;;;;;17;92
Q22;2014;920000684;920150091;19;2;;;;;7;28
Q22;2014;920001096;;2;;;;;;;2
Q22;2014;920002177;920804465;7;;;1;;;;8
Q22;2014;920007408;950140012;;;;1;;;;1
Q22;2014;920027711;940140049;5;;;;;;;5
Q22;2014;920100013;750712184;58;7;0;24;;;3;92
Q22;2014;920100021;750712184;34;4;0;24;;;16;78
Q22;2014;920100039;750712184;58;6;0;13;;;21;98
Q22;2014;920100047;750712184;41;2;3;26;;;12;84
Q22;2014;920100054;750712184;23;1;0;5;;;8;37
Q22;2014;920100062;750712184;12;0;0;11;;;2;25
Q22;2014;920120011;750821092;22;0;0;15;;;0;37
Q22;2014;920140019;750005068;3;;;;;;;3
Q22;2014;920140027;750720575;6;;;;;;0;6
Q22;2014;920170081;750721391;1;;;;;;;1
Q22;2014;920300043;920001526;8;;;;;;;8
Q22;2014;920300753;920810736;3;;;;;;;3
Q22;2014;920300787;920000981;;;;7;;;;7
Q22;2014;920811635;780140059;2;;;;;;1;3
Q22;2014;930000286;930021480;24;0;0;27;;;16;67
Q22;2014;930000294;930021480;0;0;0;0;;;1;1
Q22;2014;930000302;930110036;39;4;;13;;;6;62
Q22;2014;930000328;930110051;29;6;0;36;;;25;96
Q22;2014;930000336;930110069;31;5;;34;;;11;81
Q22;2014;930000344;930140025;29;;;2;;;2;33
Q22;2014;930001433;930110051;1;;;;;;;1
Q22;2014;930100011;750712184;0;1;0;10;;;0;11
Q22;2014;930100037;750712184;59;9;0;23;;;18;109
Q22;2014;930100045;750712184;28;1;0;26;;;18;73
Q22;2014;930300066;930000401;;;;6;;;;6
Q22;2014;930706239;930110051;;;;2;;;;2
Q22;2014;940000573;940110018;54;6;;10;;;5;75
Q22;2014;940000599;940110042;23;;;32;;;17;72
Q22;2014;940000607;940140015;6;;;;;;1;7
Q22;2014;940000615;940140023;7;;;2;;;;9
Q22;2014;940000631;940140049;20;6;;;;;;26
Q22;2014;940000649;940150014;13;;;22;;;3;38
Q22;2014;940000664;940160013;57;8;;3;;;33;101
Q22;2014;940016868;940016819;15;0;0;6;;;5;26
Q22;2014;940100027;750712184;126;16;6;33;;;56;237
Q22;2014;940100035;750712184;3;0;6;19;;;7;35
Q22;2014;940100043;750712184;138;11;0;24;;;33;206
Q22;2014;940100050;750712184;1;1;0;7;;;0;9
Q22;2014;940100068;750712184;10;2;0;16;;;12;40
Q22;2014;940120017;750821092;22;;;23;;;;45
Q22;2014;940700032;940001027;2;;;;;;;2
Q22;2014;940806490;750810798;2;;;;;;;2
Q22;2014;950000307;950110015;66;6;0;0;;;9;81
Q22;2014;950000315;950001370;;;;12;;;;12
Q22;2014;950000323;950013870;14;;;36;;;15;65
Q22;2014;950000331;950110049;8;;;31;;;29;68
Q22;2014;950000349;950015289;;;;1;;;;1
Q22;2014;950000364;950110080;50;0;0;34;;;25;109
Q22;2014;950000398;950140012;;;;4;;;;4
Q22;2014;950002568;750043994;3;;;;;;;3
Q22;2014;950300087;750052359;1;1;;2;;;;4
Q22;2014;950630012;750721334;1;;;;;;;1
Q22;2014;950700021;950000760;;;;;;;2;2
Q22;2014;970100392;970100178;6;0;0;19;;;7;32
Q22;2014;970100400;970100186;;;;5;;;;5
Q22;2014;970100442;970100228;93;0;0;66;;;34;193
Q22;2014;970100475;970100277;7;0;0;1;;;0;8
Q22;2014;970100483;970100285;;;;3;;;;3
Q22;2014;970200069;970202180;1;0;0;0;;;0;1
Q22;2014;970200077;970202198;;3;;3;;;;6
Q22;2014;970211165;970211157;;;;5;;;3;8
Q22;2014;970211215;970211207;;;;159;;;;159
Q22;2014;970211223;970211207;5;;;4;;;;9
Q22;2014;970211231;970211207;;;;13;;;;13
Q22;2014;970211249;970211207;;;;5;;;;5
Q22;2014;970300026;970302022;22;0;0;29;;;13;64
Q22;2014;970300083;970302121;0;0;0;15;;;0;15
Q22;2014;970303640;970303590;;;;1;;;;1
Q22;2014;970400016;970411005;9;0;0;5;;;0;14
Q22;2014;970400024;970408589;45;0;0;60;;;4;109
Q22;2014;970400057;970408589;65;;;64;;;4;133
Q22;2014;970400065;970421038;7;1;0;21;;;1;30
Q22;2014;970400073;970403606;10;;;;;;;10
Q22;2014;970400081;970408589;;;;2;;;;2
Q22;2014;970400180;970408589;;;;4;;;;4
Q22;2014;970405395;970400396;1;;;;;;;1
Q22;2014;970423000;970430906;;;;2;;;;2
Q22;2014;970463139;970408589;1;;;;;;;1
Q22;2014;980500011;980500003;16;1;;16;;;;33
Q22;2013;010000024;010780054;27;2;;27;;;2;58
Q22;2013;010000065;010780096;0;0;0;2;;;0;2
Q22;2013;010000495;010783009;7;;;6;;;;13
Q22;2013;010005239;010008407;0;1;0;4;;;0;5
Q22;2013;020000162;020000063;44;3;0;24;;;5;76
Q22;2013;020000394;020000253;0;0;0;5;;;8;13
Q22;2013;020000519;020000261;18;;;;;;11;29
Q22;2013;020000535;020000287;1;;;1;;;10;12
Q22;2013;020000543;020000295;0;0;0;0;;;2;2
Q22;2013;020001061;020004404;1;;;;;;5;6
Q22;2013;020006664;020000063;1;;;;;;1;2
Q22;2013;030000061;030780092;12;;;15;;;7;34
Q22;2013;030000079;030780100;25;1;;8;;;5;39
Q22;2013;030000087;030780118;35;0;0;14;;;4;53
Q22;2013;030781637;030780100;1;;;;;;;1
Q22;2013;040000093;040780215;;;;6;;;;6
Q22;2013;040000135;050002948;0;0;0;1;;;0;1
Q22;2013;040000911;040788879;;;;7;;;;7
Q22;2013;040780488;040000200;;;;1;;;;1
Q22;2013;050000231;050000116;;;;6;;;0;6
Q22;2013;050000256;050000124;;;;3;;;;3
Q22;2013;050000348;050002948;2;2;0;4;;;0;8
Q22;2013;050006436;050002948;0;0;0;1;;;0;1
Q22;2013;060000478;060780897;0;0;0;38;;;0;38
Q22;2013;060000510;060780954;15;;;13;;;;28
Q22;2013;060000528;060780962;22;1;;6;;;;29
Q22;2013;060000544;060780988;13;1;;25;;;3;42
Q22;2013;060001450;060785011;38;;8;13;;;1;60
Q22;2013;060002102;060791761;;1;;6;;;;7
Q22;2013;060019627;060019551;1;;;;;;;1
Q22;2013;060780145;060000049;;;;1;;;;1
Q22;2013;060780715;060000361;1;;;;;;;1
Q22;2013;060780947;060800174;38;;;;;;;38
Q22;2013;060780996;630786754;10;;;;;;;10
Q22;2013;060781374;060000718;;;;3;;;;3
Q22;2013;060785003;060785011;46;;1;7;;;2;56
Q22;2013;060788957;060785011;6;;;16;;;;22
Q22;2013;060789195;060785011;105;;;22;;;8;135
Q22;2013;060789674;130037815;;;;7;;;;7
Q22;2013;060791811;750826638;1;;;3;;;;4
Q22;2013;060793239;750826638;;;;1;;;;1
Q22;2013;060794013;060790797;2;;;;;;;2
Q22;2013;060800182;060002912;;;;2;;;;2
Q22;2013;070000179;070780358;13;0;0;13;;;3;29
Q22;2013;070000195;070780374;;;;1;;;;1
Q22;2013;070000609;070005566;0;1;0;10;;;0;11
Q22;2013;070780317;630786754;1;;;;;;;1
Q22;2013;070780390;070000211;;;;1;;;;1
Q22;2013;070780424;070000245;;1;;;;;;1
Q22;2013;080000110;080000037;;1;0;9;;;;10
Q22;2013;080000219;080001969;;;;1;;;;1
Q22;2013;080000250;540019726;2;0;0;0;;;0;2
Q22;2013;080000318;080000086;10;;;;;;;10
Q22;2013;080000425;080000615;26;2;0;22;;;1;51
Q22;2013;090000175;090781774;6;;;16;;;1;23
Q22;2013;090000183;090781816;;;;9;;;;9
Q22;2013;090002841;090781774;;;;1;;;;1
Q22;2013;100000090;100000017;50;1;;29;;;;80
Q22;2013;100000108;100000033;6;;;;;;;6
Q22;2013;100000199;100006279;3;;;;;;;3
Q22;2013;110000023;110780061;9;1;;28;;;1;39
Q22;2013;110000056;110780137;4;1;;21;;;;26
Q22;2013;120000039;120780044;12;1;;20;;;;33
Q22;2013;120000054;120780069;1;0;0;8;;;0;9
Q22;2013;120000070;120780085;2;;;;;;;2
Q22;2013;120004569;120004528;1;;;4;;;;5
Q22;2013;120004668;120004619;1;;;;;;;1
Q22;2013;120780283;630786754;4;;;;;;;4
Q22;2013;130000235;130780554;12;2;0;2;;;0;16
Q22;2013;130000409;130041916;26;3;;29;;;;58
Q22;2013;130000433;130781131;7;1;;;;;;8
Q22;2013;130000565;130781446;;1;;23;;;1;25
Q22;2013;130001225;130782634;0;0;0;27;;;0;27
Q22;2013;130001647;130784127;53;4;;;;;4;61
Q22;2013;130002215;130785512;;;;5;;;;5
Q22;2013;130002496;130786494;9;;;;;;;9
Q22;2013;130002827;130789274;0;0;0;18;;;0;18
Q22;2013;130002835;130789316;7;2;;18;;;4;31
Q22;2013;130012719;130000938;1;1;;;;;;2
Q22;2013;130034077;130007156;;2;;;;;;2
Q22;2013;130780083;130000060;;;;1;;;;1
Q22;2013;130780521;130786049;136;18;0;67;;;7;228
Q22;2013;130781438;130000557;1;;;;;;;1
Q22;2013;130781479;130000599;2;0;0;1;;;;3
Q22;2013;130782097;130000938;3;1;;;;;;4
Q22;2013;130782147;130000979;;;;1;;;;1
Q22;2013;130783236;130786049;118;28;0;32;;;6;184
Q22;2013;130783293;130786049;162;50;17;38;;;6;273
Q22;2013;130784226;130804032;1;;;;;;;1
Q22;2013;130784234;130786049;52;13;0;24;;;0;89
Q22;2013;130784580;750043994;1;;;;;;;1
Q22;2013;130784598;130001852;1;;;;;;;1
Q22;2013;130785652;130014228;4;2;;2;;;;8
Q22;2013;130786742;750821092;32;0;0;32;;;0;64
Q22;2013;130786924;130037815;1;;;;;;;1
Q22;2013;130798358;130041916;;;;2;;;;2
Q22;2013;130804297;130786049;60;0;0;8;;;2;70
Q22;2013;130809015;130001928;4;;;;;;;4
Q22;2013;140000027;140000035;18;2;;12;;;1;33
Q22;2013;140000076;140000084;2;;;2;;;;4
Q22;2013;140000209;140000100;265;27;;38;;;3;333
Q22;2013;140000233;140000118;3;1;;6;;;1;11
Q22;2013;140000340;140025800;1;;;;;;;1
Q22;2013;140000373;140000159;0;0;0;5;;;0;5
Q22;2013;140000456;140000316;16;3;0;1;;;5;25
Q22;2013;140000555;140000639;32;2;;1;;;;35
Q22;2013;140002452;140025800;1;;;1;;;;2
Q22;2013;140004136;140000092;5;;;;;;;5
Q22;2013;140004383;140000100;28;4;;5;;;;37
Q22;2013;140012196;140000100;2;;;;;;;2
Q22;2013;140017278;610787285;1;;;;;;;1
Q22;2013;140024886;140000092;7;2;;6;;;1;16
Q22;2013;140026410;140026279;3;;;;;;;3
Q22;2013;150000032;150780088;;;;7;;;2;9
Q22;2013;150000040;150780096;15;1;;13;;;4;33
Q22;2013;150000164;150780468;;;;1;;;;1
Q22;2013;150000180;150780500;;;;1;;;;1
Q22;2013;150780708;870015336;;;;1;;;;1
Q22;2013;150780823;150780096;3;;;;;;1;4
Q22;2013;160000253;160000451;26;;;30;;;2;58
Q22;2013;160000345;160000501;7;;;;;;;7
Q22;2013;160009080;160001574;2;;;1;;;;3
Q22;2013;160015368;160014411;8;1;;;;;;9
Q22;2013;170000038;170780050;;;;5;;;;5
Q22;2013;170000087;170023279;43;2;;39;;;1;85
Q22;2013;170000103;170780175;12;0;0;19;;;0;31
Q22;2013;170000129;170780191;;;;5;;;1;6
Q22;2013;170000152;170780225;;;;15;;;;15
Q22;2013;170020994;170780175;4;0;0;0;;;0;4
Q22;2013;170780043;750721334;1;;;;;;;1
Q22;2013;170782981;170023279;7;;;1;;;;8
Q22;2013;170783146;170780050;2;;;;;;;2
Q22;2013;170792220;170780175;1;0;0;1;;;0;2
Q22;2013;180000010;180000028;12;1;0;13;;;0;26
Q22;2013;180000176;180001158;;;;;;;3;3
Q22;2013;180000200;180000051;;1;;3;;;;4
Q22;2013;180000283;180000069;3;;;;;;;3
Q22;2013;180003345;180000051;;;;1;;;;1
Q22;2013;180008278;750047367;1;;;;;;;1
Q22;2013;190000018;190000042;21;2;;14;;;0;37
Q22;2013;190000026;190000059;10;;;12;;;1;23
Q22;2013;190000091;190000075;7;1;0;1;;;0;9
Q22;2013;190011601;190000042;2;;;;;;;2
Q22;2013;210780110;210000022;1;;;;;;;1
Q22;2013;210780136;210000030;1;;;;;;;1
Q22;2013;210780144;750721235;1;;;;;;;1
Q22;2013;210780979;210000295;2;;;;;;;2
Q22;2013;210781621;210780581;47;1;;10;;;;58
Q22;2013;210986089;210780581;3;;;9;;;;12
Q22;2013;210987046;210987038;;;;1;;;;1
Q22;2013;210987558;210780581;288;31;;84;;;4;407
Q22;2013;210987632;210780607;19;1;;4;;;;24
Q22;2013;210987657;210780714;19;;;;;;;19
Q22;2013;210987665;210010070;3;;;;;;;3
Q22;2013;210987673;210010070;3;;;;;;;3
Q22;2013;210987699;210780706;5;0;0;0;;;2;7
Q22;2013;210987731;210780417;22;2;;1;;;;25
Q22;2013;220000012;220000020;40;1;0;25;;;1;67
Q22;2013;220000095;220000046;;;;16;;;;16
Q22;2013;220000269;220000640;1;;;;;;;1
Q22;2013;220000285;220000673;1;;;;;;;1
Q22;2013;220000301;220000673;2;;;;;;;2
Q22;2013;220000343;220000079;1;;;9;;;;10
Q22;2013;220000368;220000103;5;1;;14;;;1;21
Q22;2013;220000483;560014748;;;;;;;1;1
Q22;2013;220000541;220000152;;;;4;;;;4
Q22;2013;220001259;220005045;;;;2;;;;2
Q22;2013;230000820;230780041;3;1;;15;;;2;21
Q22;2013;230000853;230780074;;;;2;;;;2
Q22;2013;230780082;750005068;2;;;;;;;2
Q22;2013;230782617;750000218;;;;1;;;;1
Q22;2013;240000372;240000059;;;;16;;;;16
Q22;2013;240000463;240000083;4;;;;;;;4
Q22;2013;240000489;240000117;26;;;35;;;2;63
Q22;2013;240000687;240000448;2;;;2;;;;4
Q22;2013;250000023;250000015;7;1;0;2;;;0;10
Q22;2013;250000114;900000365;15;2;;11;;;4;32
Q22;2013;250000544;250002284;;;;1;;;;1
Q22;2013;250000619;250000452;2;;;1;;;;3
Q22;2013;250000700;250000452;5;;;11;;;;16
Q22;2013;250000718;250000460;9;1;;2;;;;12
Q22;2013;250000759;250000569;;;;5;;;;5
Q22;2013;250006954;250000015;301;27;0;34;;;3;365
Q22;2013;250014008;700004096;3;;;;;;;3
Q22;2013;260000013;260000021;23;1;;46;;;1;71
Q22;2013;260000120;260016910;2;;;25;;;;27
Q22;2013;260000138;260000047;5;1;;18;;;1;25
Q22;2013;260000146;260000054;;;;;;;1;1
Q22;2013;260000229;260000070;;1;;8;;;;9
Q22;2013;260000823;260003264;1;;;;;;;1
Q22;2013;270000045;270000060;3;;;;;;;3
Q22;2013;270000359;270023724;28;;;19;;;9;56
Q22;2013;270000367;270000086;3;;;2;;;;5
Q22;2013;270000391;760024042;;;;5;;;;5
Q22;2013;270000425;270000102;1;;;1;;;;2
Q22;2013;270000458;270023724;4;;;6;;;2;12
Q22;2013;270000573;270000219;7;0;0;0;;;0;7
Q22;2013;270000912;750814030;2;;;;;;;2
Q22;2013;270003924;760024042;;;;;;;1;1
Q22;2013;280000050;280000142;8;;;;;;;8
Q22;2013;280000084;280000183;11;;;13;;;7;31
Q22;2013;280504267;280000134;17;1;;14;;;4;36
Q22;2013;290000025;290020700;43;1;;35;;;;79
Q22;2013;290000033;290021542;39;;;21;;;2;62
Q22;2013;290000058;290000017;83;4;5;14;;;;106
Q22;2013;290000066;290020700;0;0;0;1;;;0;1
Q22;2013;290000140;290000447;2;;;;;;;2
Q22;2013;290000173;290000041;2;;;11;;;;13
Q22;2013;290000181;290000074;1;;;12;;;;13
Q22;2013;290000256;290000017;4;;;;;;;4
Q22;2013;290000728;750821092;27;;;29;;;;56
Q22;2013;290000785;220020739;;;;6;;;;6
Q22;2013;290000793;930019484;1;;;;;;;1
Q22;2013;290000918;290000298;5;;;2;;;;7
Q22;2013;290000934;290000306;;;;10;;;;10
Q22;2013;290000975;290000546;1;;;;;;1;2
Q22;2013;290000983;290000546;1;;;;;;0;1
Q22;2013;290003995;290000306;;;;1;;;;1
Q22;2013;290004324;290000017;121;14;;33;;;1;169
Q22;2013;290004340;290000017;20;;;6;;;1;27
Q22;2013;290004365;290000017;1;;;;;;;1
Q22;2013;290019777;290022508;1;;;;;;;1
Q22;2013;2A0000022;2A0000014;;3;;18;;;;21
Q22;2013;2A0000030;2A0000048;;;;1;;;;1
Q22;2013;2A0000287;2A0000386;0;1;0;2;;;0;3
Q22;2013;2A0002051;2A0000303;;;;1;;;;1
Q22;2013;2B0000012;2B0000020;0;0;0;17;;;3;20
Q22;2013;300000023;300780046;21;4;0;4;;;1;30
Q22;2013;300000031;300780053;1;;;15;;;1;17
Q22;2013;300000064;300780087;1;;;1;;;;2
Q22;2013;300000080;300780103;;;;4;;;;4
Q22;2013;300002805;300780038;;;;1;;;;1
Q22;2013;300003308;300780038;8;;;;;;;8
Q22;2013;300013786;300780038;;;;1;;;;1
Q22;2013;300782117;300780038;123;21;1;81;;;6;232
Q22;2013;300782125;300780038;;;;3;;;;3
Q22;2013;300782141;300780038;3;;;10;;;;13
Q22;2013;310000310;310780671;;1;;10;;;;11
Q22;2013;310000369;310780754;12;2;;;;;;14
Q22;2013;310005459;310021886;1;;;;;;;1
Q22;2013;310009279;310780671;;;;1;;;;1
Q22;2013;310016977;310781406;83;0;0;17;;;3;103
Q22;2013;310019351;310781406;36;0;0;4;;;3;43
Q22;2013;310022298;310781406;0;0;0;4;;;0;4
Q22;2013;310780135;310000054;;;;1;;;;1
Q22;2013;310780259;310000096;1;;;;;;;1
Q22;2013;310780366;310000153;1;;;;;;;1
Q22;2013;310780382;310000179;;;;1;;;;1
Q22;2013;310781067;310788898;9;1;;4;;;;14
Q22;2013;310782339;310781406;1;0;0;2;;;0;3
Q22;2013;310782347;310789136;22;8;;;;;;30
Q22;2013;310782446;;2;;;;;;;2
Q22;2013;310783048;310781406;217;0;1;33;;;6;257
Q22;2013;310783055;310781406;203;116;14;32;;;17;382
Q22;2013;310783063;310781406;13;0;0;4;;;0;17
Q22;2013;310783097;750005068;1;;;;;;;1
Q22;2013;310787304;310781406;17;0;0;11;;;0;28
Q22;2013;310792874;310788997;1;;;;;;;1
Q22;2013;320000086;320780117;0;0;0;30;;;0;30
Q22;2013;320000094;320780125;4;;;;;;1;5
Q22;2013;330000332;330780545;2;;;4;;;;6
Q22;2013;330000340;330780552;7;;;;;;;7
Q22;2013;330000555;330781204;2;1;;15;;;1;19
Q22;2013;330000571;330781220;;;;4;;;;4
Q22;2013;330000589;330027509;2;0;0;12;;;0;14
Q22;2013;330000597;330027509;0;0;0;3;;;0;3
Q22;2013;330000605;330781253;34;2;0;30;;;1;67
Q22;2013;330000639;330781287;54;2;;;;;;56
Q22;2013;330000647;330781295;11;1;;1;;;;13
Q22;2013;330000662;330781329;31;4;0;4;;;1;40
Q22;2013;330780081;330000043;3;;;;;;;3
Q22;2013;330780495;330796392;2;0;0;3;;;0;5
Q22;2013;330780529;330796392;;;;;;;11;11
Q22;2013;330780636;330785072;6;;;;;;;6
Q22;2013;330780750;330056540;;;;1;;;;1
Q22;2013;330781139;330056540;3;;;1;;;;4
Q22;2013;330781154;330055542;2;;;;;;;2
Q22;2013;330781303;750821092;21;3;1;18;;;;43
Q22;2013;330781337;330781196;13;0;;0;;;;13
Q22;2013;330781352;330781196;81;9;1;1;;;;92
Q22;2013;330781360;330781196;337;41;14;0;;;20;412
Q22;2013;330782582;330000928;1;;;;;;;1
Q22;2013;330783648;330781196;153;27;;1;;;8;189
Q22;2013;330783721;330781253;5;;;2;;;;7
Q22;2013;330802752;330781196;4;0;;0;;;;4
Q22;2013;340000033;340780055;17;3;;29;;;8;57
Q22;2013;340000207;340780493;29;1;;;;;;30
Q22;2013;340000223;340011295;19;1;;6;;;;26
Q22;2013;340001064;340013028;1;1;;;;;6;8
Q22;2013;340008275;340780477;8;;;;;;;8
Q22;2013;340015502;340000512;4;;;;;;;4
Q22;2013;340016732;340780055;2;;;;;;;2
Q22;2013;340017839;340784933;1;;;;;;;1
Q22;2013;340019090;340019082;;;;;;;1;1
Q22;2013;340780139;340000090;1;;;;;;;1
Q22;2013;340780485;340780477;18;;;;;;;18
Q22;2013;340780634;340000272;1;;;2;;;;3
Q22;2013;340780642;340785856;8;;;4;;;;12
Q22;2013;340780667;340000280;4;;;2;;;;6
Q22;2013;340780790;340000389;1;;;;;;;1
Q22;2013;340781608;340015171;1;;;;;;1;2
Q22;2013;340782036;340780477;81;11;;;;;10;102
Q22;2013;340782085;340780477;68;;1;;;;3;72
Q22;2013;340785161;340780477;144;19;;;;;10;173
Q22;2013;340789981;340001866;0;0;0;1;;;0;1
Q22;2013;340796093;340796069;;;;1;;;;1
Q22;2013;340796663;340780477;93;14;;;;;6;113
Q22;2013;350000014;350005179;0;0;0;6;;;0;6
Q22;2013;350000063;220020739;2;;;;;;;2
Q22;2013;350000139;350001137;4;;;1;;;;5
Q22;2013;350000147;350000022;18;1;;19;;;3;41
Q22;2013;350000154;350000030;;;;11;;;1;12
Q22;2013;350000162;350000048;0;0;0;11;;;1;12
Q22;2013;350000188;350000055;;;;11;;;;11
Q22;2013;350000337;350000246;30;2;;5;;;;37
Q22;2013;350000741;350005179;186;30;0;28;;;6;250
Q22;2013;350002200;350029948;6;;;;;;;6
Q22;2013;350002234;750720575;2;;;;;;;2
Q22;2013;350002564;350046199;1;;;;;;;1
Q22;2013;350002812;350023503;14;2;;;;;5;21
Q22;2013;350005021;440042844;;1;;5;;;2;8
Q22;2013;350005146;350000733;2;;;;;;;2
Q22;2013;350006771;350005179;1;0;0;4;;;0;5
Q22;2013;350007084;350005179;71;1;0;19;;;0;91
Q22;2013;350016135;350000055;;;;1;;;;1
Q22;2013;360000137;360000053;5;;;18;;;4;27
Q22;2013;360000327;360000053;1;;;;;;;1
Q22;2013;370000374;750721334;2;;;;;;;2
Q22;2013;370000499;370000481;37;3;;5;;;3;48
Q22;2013;370000515;370000481;3;;;2;;;;5
Q22;2013;370000531;370000606;9;;;;;;;9
Q22;2013;370000580;370000564;2;;;1;;;;3
Q22;2013;370000861;370000481;123;19;;16;;;8;166
Q22;2013;370000879;370000564;1;;;3;;;;4
Q22;2013;370000903;370000614;1;;;2;;;;3
Q22;2013;370001109;370002701;;;;2;;;;2
Q22;2013;370004301;370000614;;;;1;;;;1
Q22;2013;370004467;370000481;100;12;;9;;;5;126
Q22;2013;370007569;370007528;1;;;;;;;1
Q22;2013;370100539;370100935;1;;;;;;;1
Q22;2013;380000018;380780023;2;;;1;;;;3
Q22;2013;380000034;380780049;11;;;22;;;4;37
Q22;2013;380000067;380780080;242;53;;51;;;12;358
Q22;2013;380000133;380780247;17;2;0;0;;;0;19
Q22;2013;380000174;380781435;8;3;0;32;;;;43
Q22;2013;380000406;380784751;9;1;0;15;;;0;25
Q22;2013;380009928;380804542;1;;;1;;;;2
Q22;2013;380012658;380012609;24;2;;1;;;;27
Q22;2013;380780312;750720575;3;;;;;;;3
Q22;2013;380780379;380798249;;;;1;;;;1
Q22;2013;380781138;010783009;;;;1;;;;1
Q22;2013;380782722;380780080;21;;;6;;;1;28
Q22;2013;380784462;750005068;;;;1;;;;1
Q22;2013;390000040;390780146;9;;;15;;;1;25
Q22;2013;390000073;390780179;;;;1;;;;1
Q22;2013;390000164;390780476;9;;;2;;;1;12
Q22;2013;390000222;390780609;13;1;0;12;;;8;34
Q22;2013;400000105;400780193;16;0;0;23;;;6;45
Q22;2013;400000113;400011177;2;;;;;;;2
Q22;2013;400000139;400011177;11;;;21;;;5;37
Q22;2013;400780250;400011177;1;;;1;;;;2
Q22;2013;400787354;400780193;;;;2;;;;2
Q22;2013;400791018;400790994;1;;;;;;;1
Q22;2013;410000020;410000087;44;1;0;15;;;4;64
Q22;2013;410000038;410000095;0;1;0;6;;;;7
Q22;2013;410000046;410000103;0;1;0;3;;;0;4
Q22;2013;410000293;410000491;1;0;0;0;;;0;1
Q22;2013;410004063;410000095;2;;;;;;;2
Q22;2013;420000010;420780033;28;1;1;31;;;8;69
Q22;2013;420000192;750034589;2;;;;;;;2
Q22;2013;420000226;420013831;5;;;19;;;;24
Q22;2013;420000234;420780652;7;1;;29;;;;37
Q22;2013;420000267;420013831;3;0;0;15;;;0;18
Q22;2013;420000440;420784878;;;;4;;;;4
Q22;2013;420002479;420002438;;;;1;;;;1
Q22;2013;420009599;420002495;1;;;;;;;1
Q22;2013;420010050;420787061;19;0;0;0;;;0;19
Q22;2013;420010241;420013492;;2;;16;;;4;22
Q22;2013;420011413;420011405;9;0;0;2;;;0;11
Q22;2013;420011512;420011504;;;;1;;;;1
Q22;2013;420012320;420013831;1;0;0;0;;;0;1
Q22;2013;420780637;420002495;16;1;;;;;2;19
Q22;2013;420780678;420002495;1;;;;;;;1
Q22;2013;420782559;420784878;16;3;0;6;;;0;25
Q22;2013;420782567;420784878;2;0;0;7;;;0;9
Q22;2013;420784845;420780033;1;0;0;2;;;1;4
Q22;2013;420785354;420784878;192;9;0;46;;;3;250
Q22;2013;430000026;630786754;;;;7;;;;7
Q22;2013;430000117;430000018;19;1;0;14;;;1;35
Q22;2013;430000190;430000034;;;;5;;;;5
Q22;2013;440000016;440000057;24;2;;36;;;;62
Q22;2013;440000024;440000065;2;;;2;;;;4
Q22;2013;440000180;440000263;6;0;0;2;;;1;9
Q22;2013;440000255;440042844;1;;;1;;;;2
Q22;2013;440000271;440000289;144;43;1;52;;;;240
Q22;2013;440000396;440000297;1;;;7;;;;8
Q22;2013;440000453;440000289;1;;;9;;;;10
