BOR;AN;nofinesset;nofinessej;UNV;LIT_UNV;SEJ_UNV;JOU_UNV;EFFPL_PM;EFFPA_PM;ETP_PM;GAR_PM;AST_PM;EFFPL_NEU;EFFPA_NEU;ETP_NEU;GAR_NEU;AST_NEU;EFFPL_PNM;EFFPA_PNM;ETP_PNM
MCOAVC;2019;710978263;710780958;1;6;901;1770;5;3;3;1;;5;3;3;1;;;;
MCOAVC;2019;720000033;720000025;1;15;714;4833;1;2;2.27;0;0;0;2;1.27;0;0;4;30;23.67
MCOAVC;2019;730000031;730000015;1;24;1116;7705;6;2;6.07;;1;;;;;;48;12;56.7
MCOAVC;2019;740000237;740781133;1;15;715;4800;2;3;2.75;1;0;2;3;2.75;1;0;0;59;29.51
MCOAVC;2019;740000302;740781133;1;9;285;2768;;6;1.01;;;;;;;;;30;5.58
MCOAVC;2019;740781141;740790258;1;8;352;3718;1;3;0.32;0;1;1;3;0.32;0;1;;;
MCOAVC;2019;750000499;750062036;1;25;1572;9892;5;;4.5;1;1;5;;4.5;1;1;167;192;326.81
MCOAVC;2019;750000523;750150120;1;35;1621;10148;5;5;7.52;1;0;5;5;7.52;1;0;33;8;29.35
MCOAVC;2019;750000549;750150229;1;24;1493;7427;6;2;8.28;;;4;1;3.82;;;45;6;42.79
MCOAVC;2019;750100042;750712184;1;35;1819;11532;0;8;2.4;1;1;0;0;;1;1;38;2;39.2
MCOAVC;2019;750100091;750712184;1;8;929;8759;3;4;6;0;0;3;4;6;0;0;40;5;43.9
MCOAVC;2019;750100125;750712184;1;103;898;7666;4;5;7.4;0;0;4;5;7.4;0;0;60;5;60.7
MCOAVC;2019;750100232;750712184;1;29;925;7325;;;;;;;;;;;16;1;16.23
MCOAVC;2019;760000158;760780239;1;30;1635;10071;3;;2.8;0;1;3;;2.8;0;1;74;22;81.24
MCOAVC;2019;760805770;760780726;1;20;990;6690;3;6;5.29;;;3;5;4.93;;;23;20;33.13
MCOAVC;2019;770000446;770021145;1;26;710;9316;4;3;2.54;;;;;;;;1;;1
MCOAVC;2019;780000287;780110011;1;12;619;5175;5;4;1.31;;;;;;;;17;3;15.44
MCOAVC;2019;780000311;780001236;1;16;621;5184;4;4;5.2;0;1;4;4;5.2;0;1;9;4;13.16
MCOAVC;2019;780800256;780110078;1;24;1031;7478;;16;3;;;;;;;;25;11;30.07
MCOAVC;2019;790000087;790000012;1;20;1072;6735;;;;0;1;;;;0;1;32;12;36.27
MCOAVC;2019;800006124;800000044;1;23;1097;7528;2;16;6.57;1;0;2;16;6.57;1;0;42;3;42.93
MCOAVC;2019;810000224;810000471;1;4;323;1253;4;;4;0;1;4;;4;0;1;;;
MCOAVC;2019;810000505;810000331;1;6;411;1431;0;4;1.59;0;1;0;4;1.59;0;1;8;5;9.81
MCOAVC;2019;810000521;810000380;1;4;308;711;5;1;0.9;0;1;5;1;0.9;0;;46;16;13.53
MCOAVC;2019;820000032;820000016;1;6;794;2759;;5;0.55;0;1;;5;0.55;0;1;11;22;18.99
MCOAVC;2019;830000345;830100616;1;16;724;4560;3;2;1.8;1;;3;2;1.8;1;;;51;14.02
MCOAVC;2019;830100574;750821092;1;8;414;2450;6;;6;;;6;;6;;;17;5;19
MCOAVC;2019;840001861;840006597;1;17;825;7160;0;5;1.77;1;1;0;5;1.77;1;1;0;63;32.3
MCOAVC;2019;850000142;850000019;1;10;641;5404;;7;1.52;;;;6;1.11;;;;63;36.79
MCOAVC;2019;860000223;860014208;1;20;1073;8008;19;18;22.72;1;0;1;4;2.7;1;1;15;;15
MCOAVC;2019;870000064;870000015;1;26;1155;8156;4;1;1.87;1;0;4;1;1.87;1;0;44;5;49.12
MCOAVC;2019;880000021;880007059;1;12;431;4748;1;4;3.2;0;;;;;;;25;5;27.31
MCOAVC;2019;890975550;890970569;1;2;;;;;;;;;;;;;22;6;27.53
MCOAVC;2019;900003039;900000365;1;4;631;9699;5;2;4.57;0;1;;;;;;;;
MCOAVC;2019;910000306;910110055;1;24;812;7971;2;3;2.31;;;;;;;;;3;1.16
MCOAVC;2019;910020254;910002773;1;36;1678;15342;10;6;10.53;1;;10;5;10.03;1;;5;2;5.4
MCOAVC;2019;920000650;920150059;1;26;1018;6315;3;;3;0;0;3;;3;0;0;11;;10.33
MCOAVC;2019;930000328;930110051;1;28;952;10129;12;2;8.86;1;0;12;1;8.76;1;0;62;2;61.84
MCOAVC;2019;930000336;930110069;1;24;1113;9894;11;;3.04;;;;;;;;94;;33.97
MCOAVC;2019;940100027;750712184;1;23;920;7934;4;;4;1;1;4;;4;1;1;35;3;36.2
MCOAVC;2019;940100043;750712184;1;32;1186;7369;5;0;5;;;;;;;;29;1;28
MCOAVC;2019;950000331;950110049;1;36;1208;12197;2;9;6.96;;;2;9;6.96;;;25;18;37.13
MCOAVC;2019;950000364;950110080;1;27;920;8034;6;4;7.94;;;6;4;7.94;;;;;
MCOAVC;2019;970100442;970100228;1;16;777;4690;3;3;3.9;1;1;3;3;3.9;1;1;15;1;15.5
MCOAVC;2019;970211215;970211207;1;25;667;7960;4;1;2.82;;;4;1;2.82;;;23;;23
MCOAVC;2019;970400024;970408589;1;16;729;5799;3;;3;;;2;;2;;;26;1;26.5
MCOAVC;2019;970400057;970408589;1;19;1082;6063;3;9;7.74;0;1;3;9;7.74;0;1;30;40;41.71
MCOAVC;2018;010000024;010780054;1;18;559;5365;5;1;2.43;0;1;5;1;2.43;0;1;;;
MCOAVC;2018;020000162;020000063;1;21;714;6234;4;1;4.6;0;1;4;1;4.6;0;1;18;2;18.1
MCOAVC;2018;020000519;020000261;1;6;1147;6449;5;;5;0;1;5;;5;0;1;10;2;11.8
MCOAVC;2018;030000079;030780100;1;18;543;5134;5;3;5.42;0;1;5;3;5.42;0;1;;;
MCOAVC;2018;030000087;030780118;1;14;443;4230;3;0;0.9;0;1;3;0;0.9;0;1;9;11;15.1
MCOAVC;2018;060000544;060780988;1;18;824;5225;5;1;4.12;0;1;4;0;2.79;0;1;31;4;17.47
MCOAVC;2018;060785003;060785011;1;24;827;8171;3;2;4.2;1;0;2;1;3;1;0;627;120;634.25
MCOAVC;2018;100000090;100000017;1;16;678;5037;0;3;0.91;0;1;0;3;0.91;0;1;1;35;20.92
MCOAVC;2018;110000023;110780061;1;14;643;3833;;5;1.48;0;1;;5;1.48;0;1;37;16;22.19
MCOAVC;2018;110000056;110780137;1;4;872;6983;1;2;0.8;0;1;1;2;0.8;0;1;20;3;8.84
MCOAVC;2018;120000039;120780044;1;8;509;2267;5;3;5.27;0;1;5;3;5.27;0;1;20;20;30.46
MCOAVC;2018;130000409;130041916;1;4;565;966;0;5;0.62;1;0;0;5;0.62;1;0;6;8;8.87
MCOAVC;2018;130783293;130786049;1;26;1191;8853;25;21;25.6;1;1;23;15;21.6;1;1;132;40;142.13
MCOAVC;2018;140000027;140000035;1;13;702;4169;3;3;4.55;;;;;;;;24;12;28.6
MCOAVC;2018;140000209;140000100;1;26;1113;8779;3;2;1.82;0;1;3;2;1.82;0;1;31;21;38.52
MCOAVC;2018;160000253;160000451;1;10;587;3070;3;2;3.18;0;1;3;2;3.18;0;1;23;24;37.43
MCOAVC;2018;170000087;170024194;1;19;1069;6416;9;1;2.49;0;1;;;;0;1;17;5;19.1
MCOAVC;2018;170000103;170780175;1;18;639;6686;4;0;1.17;0;1;3;0;0.65;0;1;24;7;22
MCOAVC;2018;180000010;180000028;1;12;469;3441;;4;1.3;0;1;;4;1.3;0;1;7;29;18.74
MCOAVC;2018;210987558;210780581;1;10;1002;3147;8;;1.13;1;0;8;;1.13;1;0;19;;16.65
MCOAVC;2018;220000012;220000020;1;27;1381;8870;6;1;6.9;0;1;6;1;6.9;0;1;35;27;48.94
MCOAVC;2018;240000489;240000117;1;17;750;5043;2;;2;0;1;2;;2;0;;13;1;12
MCOAVC;2018;250006954;250000015;1;24;935;7953;;6;2.48;1;0;;6;2.48;1;0;28;25;42.94
MCOAVC;2018;260000013;260000021;1;20;884;6230;8;0;2;1;0;8;0;2;0;1;24;18;31.04
MCOAVC;2018;260000138;260000047;1;12;265;2651;4;1;3.84;0;1;4;1;3.84;0;1;29;9;33.65
MCOAVC;2018;270000359;270023724;1;4;329;1231;7;1;5.87;0;1;7;1;5.87;0;1;;28;9.39
MCOAVC;2018;280000084;280000183;1;4;365;1269;5;2;1.39;;;5;2;1.39;;;19;2;9.2
MCOAVC;2018;280504267;280000134;1;16;598;4813;4;2;2.66;0;1;4;2;2.66;0;1;7;5;10.7
MCOAVC;2018;290000025;290020700;1;6;665;3949;1;5;2;0;1;1;5;2;0;1;32;16;12.23
MCOAVC;2018;290004324;290000017;1;22;1118;7705;5;1;3.2;1;0;;;;1;0;11;5;15.09
MCOAVC;2018;2A0000022;2A0000014;1;9;559;2957;0;5;1.7;0;1;;;;;;31;2;32.3
MCOAVC;2018;300782117;300780038;1;8;907;2809;13;4;12.05;1;0;11;0;8.72;1;0;25;3;23.49
MCOAVC;2018;310781000;310788880;1;15;335;3127;;;;;;;;;;;8;2;11.16
MCOAVC;2018;310783048;310781406;1;69;3708;22070;6;6;6.5;1;1;4;5;5.41;1;1;98;18;101.1
MCOAVC;2018;320000086;320780117;1;14;1082;3979;0;3;0.75;0;1;;;;0;1;;33;17.35
MCOAVC;2018;330000605;330781253;1;12;647;4795;;5;1.71;0;1;;5;1.71;0;1;15;2;14.88
MCOAVC;2018;330781360;330781196;1;48;1855;13236;3;;2.4;1;1;3;;2.4;1;1;95;18;108.65
MCOAVC;2018;340000033;340780055;1;25;1145;8716;;6;2.49;0;1;;4;1.29;0;1;17;25;35.67
MCOAVC;2018;340015502;340000512;1;16;527;3214;10;;10;0;1;7;;7;0;1;9;;9
MCOAVC;2018;340782085;340780477;1;16;1212;5282;2;4;2.07;;;2;3;1.92;;;13;;12.7
MCOAVC;2018;350000147;350000022;1;16;974;5996;;6;2.04;0;1;;6;2.04;0;1;21;10;24.75
MCOAVC;2018;350000741;350005179;1;14;734;4211;5;2;2.07;0;1;5;2;2.07;0;1;89;22;89.55
MCOAVC;2018;360000137;360000053;1;16;;;;;;0;;;;;0;1;;;
MCOAVC;2018;370000861;370000481;1;30;1838;10396;8;2;8.95;0;0;2;;2;0;0;47;18;51.72
MCOAVC;2018;380000067;380780080;1;27;989;9088;3;2;3.2;0;0;3;2;3.2;0;0;42;7;45.44
MCOAVC;2018;380000174;380781435;1;15;495;3003;;5;1.55;0;1;;5;1.55;0;1;1;39;15.78
MCOAVC;2018;390000040;390780146;1;3;457;758;;2;0.24;0;1;;;;0;1;;33;4.7
MCOAVC;2018;400000105;400780193;1;16;587;5609;;3;0.55;0;1;;3;0.55;0;1;15;19;30.27
MCOAVC;2018;400000139;400011177;1;13;588;4530;0;5;1.94;0;1;0;4;1.94;;;0;30;19.96
MCOAVC;2018;420000010;420780033;1;16;573;5110;6;1;1.82;0;1;3;0;0.81;0;1;38;8;23.02
MCOAVC;2018;420785354;420784878;1;23;591;7429;3;1;3.74;1;0;3;0;2.94;1;0;38;11;38.93
MCOAVC;2018;430000117;430000018;1;11;425;3086;0;1;0.13;0;1;0;1;0.13;0;1;5;5;5.08
MCOAVC;2018;440000016;440000057;1;14;711;4757;5;2;4.89;0;1;5;1;4.69;0;1;8;14;16.11
MCOAVC;2018;440017598;440000289;1;8;1196;2970;;;;;;;;;;;25;18;35.4
MCOAVC;2018;450002613;450000088;1;18;875;5453;0;5;2.45;0;1;0;3;1.53;0;1;27;6;28.97
MCOAVC;2018;460000110;460780216;1;12;640;3289;2;0;2;0;1;2;0;2;0;1;23;3;24
MCOAVC;2018;470000423;470016171;1;18;910;4695;0;5;1.7;0;1;0;5;1.7;0;1;15;16;25.57
MCOAVC;2018;490000049;490000031;1;20;1033;6086;2;0;2;0;1;2;0;2;0;1;13;14;20.18
MCOAVC;2018;500000187;500000013;1;18;705;5595;0;6;0.55;0;1;0;0;0;0;1;13;2;13.12
MCOAVC;2018;500000450;500000112;1;16;643;5230;5;2;4.85;0;1;5;2;4.85;;;30;10;23.58
MCOAVC;2018;510004302;510000029;1;4;676;3991;2;;0.6;0;1;2;;0.6;0;1;17;4;9.37
MCOAVC;2018;540001138;540023264;1;36;1651;12524;;5;2.42;1;1;;5;2.42;1;1;32;23;47.91
MCOAVC;2018;550000012;550006795;1;9;295;2447;2;2;2.05;0;1;;2;0.05;0;1;8;;3.85
MCOAVC;2018;550000434;550003354;1;12;481;3635;;4;1.32;0;1;;1;0.2;0;0;;58;12.03
MCOAVC;2018;560000127;560023210;1;16;974;5287;3;0;2;0;1;3;0;2;0;1;2;60;42.08
MCOAVC;2018;560000135;560005746;1;18;833;6322;5;2;2.17;0;1;5;2;2.17;0;1;20;6;8.69
MCOAVC;2018;560000143;560014748;1;15;533;4996;5;;2.09;;;5;;2.09;0;1;36;7;22.38
MCOAVC;2018;570000059;570025254;1;22;639;4994;5;1;4.13;0;1;5;1;4.13;0;1;29;14;34.67
MCOAVC;2018;570000349;570005165;1;12;471;3972;4;;1.64;0;1;;;;;;21;4;11.95
MCOAVC;2018;570026682;570005165;1;31;1248;10700;4;3;3.17;0;1;4;3;3.17;0;1;39;7;44.56
MCOAVC;2018;590000337;590781415;1;16;867;4821;4;1;4.1;0;1;1;;1;0;1;49;44;25.67
MCOAVC;2018;590000535;590781803;1;16;710;4333;6;1;5.61;1;0;5;1;5.12;1;0;12;3;14.7
MCOAVC;2018;590000618;590782215;1;27;1268;8848;3;;3;1;1;3;;3;1;1;34;14;41.89
MCOAVC;2018;590780284;590051801;1;22;784;6121;;;;;;;;;;;21;25;27.54
MCOAVC;2018;590796975;590780193;1;46;1784;14464;8;;4.12;;;8;;4.12;;;74;28;93.11
MCOAVC;2018;590801106;590782421;1;23;902;5975;1;0;1;0;1;1;0;1;0;1;0;0;0
MCOAVC;2018;590804696;590781902;1;12;464;3330;5;;2;0;1;4;;2;0;1;16;13;21.41
MCOAVC;2018;600000194;600100713;1;20;944;7635;3;0;3.42;;;3;0;3.42;;;28;6;27.75
MCOAVC;2018;600000467;600101984;1;10;424;3608;;6;1.96;0;1;;6;1.96;0;1;5;20;14.47
MCOAVC;2018;600113476;600100721;1;11;554;3337;5;8;8.13;;;5;3;6.05;;;43;21;53.66
MCOAVC;2018;610000051;610780082;1;10;465;3174;;;;;;;;;;;;;
MCOAVC;2018;620000034;620100057;1;17;943;5024;;3;1.5;1;0;;3;1.5;1;0;37;5;39.5
MCOAVC;2018;620000224;620100651;1;18;638;4880;6;1;5.1;1;0;6;1;5.1;1;0;39;18;48.81
MCOAVC;2018;620000257;620100685;1;27;1004;8845;4;0;4;1;0;4;0;4;1;0;65;13;69.84
MCOAVC;2018;620000323;620101337;1;15;725;5293;;5;0.71;1;;;;;;;5;5;8.12
MCOAVC;2018;620000653;620103440;1;6;821;5577;;7;1;0;1;;7;1;0;1;2;1;1.8
MCOAVC;2018;630000404;630780989;1;22;731;7495;7;;3.54;0;0;7;;3.54;1;0;33;19;48.28
MCOAVC;2018;640000162;640780417;1;6;937;4594;4;10;5.36;1;0;4;10;5.36;1;0;33;8;33.99
MCOAVC;2018;640000600;640781290;1;16;870;5219;;2;1.23;;;;2;1.23;;;8;10;11.61
MCOAVC;2018;650000417;650783160;1;12;506;3757;1;;0.3;0;1;1;;0.3;;;;;
MCOAVC;2018;660000084;660780180;1;8;1593;13546;13;1;12.4;;;13;1;12.4;;;52;5;35.03
MCOAVC;2018;670783273;670780055;1;48;2035;17121;13;1;10.54;1;0;10;1;7.15;1;0;91;19;102.27
MCOAVC;2018;680000684;680000973;1;15;519;5069;12;;11.6;0;1;10;;9.6;0;1;5;4;7.3
MCOAVC;2018;680004546;680020336;1;15;477;6444;0;4;2;0;1;0;3;1.4;0;1;5;22;10.02
MCOAVC;2018;690000575;690782222;1;14;726;4398;;8;3.08;0;1;;7;2.58;0;1;;6;2.3
MCOAVC;2018;690784178;690781810;1;35;2191;12090;3;3;3.08;1;0;2;3;3.08;1;0;56;5;58.08
MCOAVC;2018;690784194;690781810;1;14;271;4450;2;;0.5;0;1;;;0.17;0;1;13;4;16.54
MCOAVC;2018;700000029;700004591;1;4;53;179;;2;0.4;;;;2;0.4;;;;11;1.3
MCOAVC;2018;710978263;710780958;1;5;775;1694;4;3;4.8;;1;4;3;4.8;;1;;;
MCOAVC;2018;720000033;720000025;1;15;810;4743;1;2;2.27;0;1;0;2;1.27;0;1;1;31;22.08
MCOAVC;2018;730000031;730000015;1;24;894;7927;4;1;2.22;0;1;4;1;2.22;0;1;64;12;68.58
MCOAVC;2018;740000237;740781133;1;15;712;4759;2;3;2.77;1;0;2;3;2.77;0;1;35;18;24.8
MCOAVC;2018;740781141;740790258;1;8;341;3313;1;3;0.8;0;1;;;;0;1;;;
MCOAVC;2018;750000499;750140014;1;35;1672;10541;6;;5.05;1;1;6;;5.05;1;1;23;68;33.08
MCOAVC;2018;750000523;750150120;1;23;1483;9236;5;5;6.26;1;0;5;5;6.26;1;0;32;3;33.8
MCOAVC;2018;750000549;750150229;1;24;1317;7668;3;1;3.96;0;0;3;;3;0;0;39;4;37.99
MCOAVC;2018;750100042;750712184;1;11;1153;8305;2;;2;1;0;2;;2;1;0;20;;20
MCOAVC;2018;750100091;750712184;1;24;962;7667;2;4;3.3;1;0;2;4;3.3;1;0;24;1;17.17
MCOAVC;2018;750100125;750712184;1;26;979;7849;4;5;6.9;0;0;4;5;6.9;0;0;57;3;59.3
MCOAVC;2018;750100232;750712184;1;29;1077;8755;;;;;;;;;;;;;
MCOAVC;2018;760000158;760780239;1;30;1687;10159;3;;2.8;0;1;;;;0;1;70;22;82.88
MCOAVC;2018;760805770;760780726;1;20;954;6597;3;6;4.63;0;1;3;6;4.63;0;1;26;18;32.75
MCOAVC;2018;770000446;770021145;1;26;743;8601;;5;1.14;1;0;;;;1;0;1;;1
MCOAVC;2018;780000287;780110011;1;12;619;4743;4;2;1.28;0;0;4;2;1.28;0;1;21;3;14.63
MCOAVC;2018;780000311;780001236;1;16;685;5437;4;4;4.6;0;1;4;4;4.6;0;1;10;2;12.5
MCOAVC;2018;780800256;780110078;1;24;987;5759;0;16;3;1;0;;;;;;25;11;30.07
MCOAVC;2018;790000087;790000012;1;20;1078;6868;4;2;4.3;0;1;4;2;4.3;0;1;26;13;36.55
MCOAVC;2018;800006124;800000044;1;23;1059;7261;2;15;6.43;1;0;2;15;6.43;1;0;36;6;41.06
MCOAVC;2018;810000224;810000471;1;4;366;1337;4;;4;0;1;4;;4;0;1;;;
MCOAVC;2018;810000505;810000331;1;6;434;1578;3;3;4.97;0;1;3;3;4.97;0;1;8;6;9.02
MCOAVC;2018;810000521;810000380;1;4;339;821;4;1;0.59;0;1;1;1;0.59;0;1;42;17;13.95
MCOAVC;2018;820000032;820000016;1;6;747;2736;;5;0.49;0;1;;5;0.49;0;1;13;16;19.5
MCOAVC;2018;830000345;830100616;1;16;765;5180;0;2;0.75;0;1;0;2;0.75;0;1;0;42;10.77
MCOAVC;2018;830100574;750821092;1;9;435;2941;3;;2.6;;;;;;;;;;
MCOAVC;2018;840001861;840006597;1;17;770;6634;4;5;1.96;0;1;4;5;1.96;0;1;41;8;28.74
MCOAVC;2018;850000142;850000019;1;10;639;5227;;4;0.75;;;;4;0.75;;;;60;20.18
MCOAVC;2018;860000223;860014208;1;20;1000;7276;7;4;2.3;1;1;7;3;1.8;1;1;15;;15
MCOAVC;2018;870000064;870000015;1;26;1086;8455;4;1;2.26;1;0;4;1;2.26;1;0;43;7;48.92
MCOAVC;2018;880000021;880007059;1;12;453;4513;2;2;3.16;;;2;1;3.16;;;39;11;42.57
MCOAVC;2018;880000062;880780093;1;6;110;1066;;4;1;;;;;;;;29;2;4.17
MCOAVC;2018;890975550;890970569;1;2;1;3;4;1;3.48;0;1;;;;0;1;29;4;26.37
MCOAVC;2018;900003039;900000365;1;4;606;9453;6;2;5.76;0;1;5;2;5.56;0;1;;;
MCOAVC;2018;910000306;910110055;1;24;775;7068;2;3;2.31;;;;;;;;;3;1.16
MCOAVC;2018;910020254;910002773;1;36;1820;15115;10;6;10.53;;;10;5;10.03;;;4;3;5.68
MCOAVC;2018;920000650;920150059;1;26;1007;5703;3;;3;0;0;3;;3;0;0;11;;11.97
MCOAVC;2018;930000328;930110051;1;28;905;8945;8;1;9;1;0;8;1;9;1;0;48;3;51
MCOAVC;2018;930000336;930110069;1;24;966;8303;2;5;6.28;1;0;;;;1;0;18;40;49.6
MCOAVC;2018;940100027;750712184;1;25;866;7917;4;;4;1;1;4;;4;1;1;35;3;36.2
MCOAVC;2018;940100043;750712184;1;39;1162;7482;6;0;4.5;;;2;;0.2;;;25;1;25.9
MCOAVC;2018;950000331;950110049;1;36;1255;10751;2;12;6.98;;;2;12;6.98;;;23;18;34.84
MCOAVC;2018;950000364;950110080;1;26;894;7677;7;1;6.5;1;0;;;;1;0;;;
MCOAVC;2018;970100442;970100228;1;18;530;4539;3;3;3.9;1;1;3;3;3.9;1;1;15;1;15.5
MCOAVC;2018;970211215;970211207;1;21;651;7611;5;;1.9;;;;;;;;23;;23
MCOAVC;2018;970400024;970408589;1;17;805;5812;3;0;3;0;1;2;0;2;0;1;26;1;26.5
MCOAVC;2018;970400057;970408589;1;19;1211;6282;3;9;7.74;0;1;3;9;7.74;0;1;30;40;41.71
MCOAVC;2017;010000024;010780054;1;18;650;5446;6;;2.46;0;1;6;;2.46;0;1;;;
MCOAVC;2017;020000162;020000063;1;21;740;6117;5;2;5.7;0;1;5;2;5.7;0;1;18;2;18.1
MCOAVC;2017;020000519;020000261;1;5;1062;7072;5;;5;0;1;5;;5;0;1;10;2;11.8
MCOAVC;2017;030000079;030780100;1;18;586;4475;5;2;4.8;0;1;4;2;3.8;0;1;;;
MCOAVC;2017;030000087;030780118;1;14;494;3973;3;0;0.9;0;1;3;0;0.9;0;1;11;4;14.24
MCOAVC;2017;060000544;060780988;1;10;499;2898;3;;2.42;0;0;;;;;;28;5;14.19
MCOAVC;2017;060785003;060785011;1;24;29;193;4;3;4.8;1;0;3;1;2.67;1;0;;;
MCOAVC;2017;100000090;100000017;1;16;592;5184;0;3;1.13;0;1;0;3;1.13;0;1;32;4;21.28
MCOAVC;2017;110000023;110780061;1;14;614;4522;;6;1.76;0;1;;6;1.76;0;1;36;15;23.53
MCOAVC;2017;110000056;110780137;1;4;450;1524;4;1;0.8;0;1;4;1;0.8;0;1;22;6;8.65
MCOAVC;2017;120000039;120780044;1;8;474;2009;;5;1.5;0;1;;5;1.5;0;1;15;21;30.31
MCOAVC;2017;130000409;130041916;1;4;437;514;0;6;0.22;1;;0;6;0.22;1;;4;7;7.61
MCOAVC;2017;130783293;130786049;1;26;1081;8369;23;20;22.07;0;1;22;15;19.18;0;1;118;39;144.12
MCOAVC;2017;140000027;140000035;1;13;909;4171;2;4;4.4;0;1;1;3;2.9;0;1;21;10;25.99
MCOAVC;2017;140000209;140000100;1;26;1092;8739;3;2;1.8;0;1;3;2;1.8;0;1;30;21;39.53
MCOAVC;2017;160000253;160000451;1;10;605;3024;2;3;3.52;;1;2;3;3.23;;1;23;25;38.34
MCOAVC;2017;170000087;170024194;1;19;1125;5855;9;1;3.02;;;;;;;;21;4;19.19
MCOAVC;2017;170000103;170780175;1;18;669;5824;3;0;0.52;0;1;3;0;0.52;0;1;20;6;16.6
MCOAVC;2017;180000010;180000028;1;12;512;3631;;4;1.3;0;1;;4;1.3;0;1;7;5;10.1
MCOAVC;2017;210987558;210780581;1;10;1075;3137;7;;1.11;1;0;7;;1.11;1;0;19;;17.07
MCOAVC;2017;220000012;220000020;1;27;1409;8862;6;1;6.9;0;;6;1;6.9;;1;43;25;49.97
MCOAVC;2017;240000489;240000117;1;15;632;4768;2;;2;;1;2;;2;;;12;1;12.89
MCOAVC;2017;250006954;250000015;1;24;925;8324;2;4;3;1;0;2;3;2.9;1;0;32;19;43.58
MCOAVC;2017;260000013;260000021;1;20;880;6601;8;0;2;1;0;8;0;2;1;0;30;14;31.64
MCOAVC;2017;260000138;260000047;1;12;237;2223;3;1;4.83;0;1;3;1;4.83;0;1;26;10;34.84
MCOAVC;2017;280000084;280000183;1;5;366;1331;5;2;1.4;0;1;5;2;1.4;0;1;25;3;11.13
MCOAVC;2017;280504267;280000134;1;16;560;5000;5;0;2.67;0;1;5;0;2.67;0;1;10;3;11.26
MCOAVC;2017;290000025;290020700;1;6;710;4510;2;0;1;0;1;2;0;1;0;1;32;12;11.65
MCOAVC;2017;290004324;290000017;1;22;1143;7584;5;1;3.2;1;0;;;;1;0;12;6;15.47
MCOAVC;2017;2A0000022;2A0000014;1;9;526;3225;1;4;2.2;0;1;;2;1;0;1;29;3;30.9
MCOAVC;2017;300782117;300780038;1;8;948;2708;13;0;10.27;1;0;12;0;9.97;1;0;20;3;20.18
MCOAVC;2017;310781000;310788880;1;15;347;2830;3;;3;0;1;3;;3;0;1;8;2;12.13
MCOAVC;2017;310783048;310781406;1;69;3469;21448;7;5;6.97;1;1;5;4;5.62;1;1;94;25;105.35
MCOAVC;2017;320000086;320780117;1;14;1079;3938;;3;0.75;0;1;;3;0.75;0;1;;33;17.35
MCOAVC;2017;330000605;330781253;1;8;520;4283;;4;1.44;0;1;;4;1.44;0;1;;;
MCOAVC;2017;330781360;330781196;1;40;1698;13913;4;;2.3;;;3;;2.3;;;80;12;89.7
MCOAVC;2017;340000033;340780055;1;25;1117;8244;6;;2.5;0;1;4;;1.3;0;1;31;10;37.41
MCOAVC;2017;340015502;340000512;1;16;489;1837;10;;10;0;1;6;;6;0;1;9;;9
MCOAVC;2017;340782085;340780477;1;16;1228;5076;2;4;2.07;1;1;2;3;1.92;1;1;14;;12.94
MCOAVC;2017;350000147;350000022;1;16;903;4963;;6;2.11;0;1;;6;2.11;0;1;21;10;21.2
